ID,Name,par,year,Taxonomy relative to the UK,Taxonomy relative to MCA,GVA per hour worked,Export Intensity,New Businesses,Low Skilled,High Skilled,Active,Inactive due to Illness,Working Age,4G connectivity,Fibre connectivity,GFCF per job,ICT per job,Intangibles per job
E47000004,Liverpool City Region,E47000004,2021,Falling behind, ,34.0,0.23564219417336738,0.1491043730611428,0.16522644456012495,0.3935450286309214,0.7726184279021343,0.3086080586080586,0.6187640437856893,0.8451799576750707,0.35938453139121007,9294.671168224711,395.9738236941913,1718.6927099985626
E47000004,Liverpool City Region,E47000004,2022,Falling behind, ,35.3,0.23564219417336738,0.13818438003220612,0.115934184888504,0.4389478242043732,0.7919463087248322,0.4172736732570239,0.5880162566953843,0.8964362692482705,0.4471051089114134,9294.671168224711,395.9738236941913,1718.6927099985626
E47000006,Tees Valley,E47000006,2020,Catching up, ,32.6,0.4157922350472193,0.1148947231609046,0.1943220753793441,0.33186490455212925,0.7459618208516887,0.28516377649325625,0.6058296648958332,0.793278318333668,0.02768576766035646,8970.616140390332,584.233496616042,1851.7945870727885
E47000006,Tees Valley,E47000006,2021,Catching up, ,33.1,0.2756207400194742,0.13272543059777103,0.177180877279448,0.3336619024149827,0.7456875308033514,0.312015503875969,0.5982030322908759,0.8010957759157953,0.054834685662500784,8970.616140390332,584.233496616042,1851.7945870727885
E47000006,Tees Valley,E47000006,2022,Catching up, ,33.6,0.2756207400194742,0.125,0.13308977035490605,0.331419624217119,0.7886221294363257,0.4604938271604938,0.5563653891944317,0.8083384915234002,0.21043870582617002,8970.616140390332,584.233496616042,1851.7945870727885
E47000007,West Midlands,E47000007,2020,Falling behind, ,33.3,0.25972172177721115,0.1355241065003598,0.20699391833188532,0.346492180712424,0.7480994787141616,0.21577926277214918,0.6303662942978139,0.8494163844057748,0.25189792523391497,8911.544843142,409.5638208045726,2001.0835099818726
E47000007,West Midlands,E47000007,2021,Falling behind, ,33.7,0.2595031389446497,0.15602168277162384,0.1929369836384254,0.36848641935309684,0.751066472271721,0.21518438177874186,0.6345924322479458,0.8732184354977481,0.3396992322247698,8911.544843142,409.5638208045726,2001.0835099818726
E47000007,West Midlands,E47000007,2022,Falling behind, ,34.4,0.2595031389446497,0.14371508379888268,0.13329878505211032,0.37790061611101516,0.7904646743824495,0.3129980763946139,0.5879513145030022,0.9419668321613446,0.4286359411475465,8911.544843142,409.5638208045726,2001.0835099818726
E47000008,Cambridgeshire and Peterborough,E47000008,2020,Falling behind, ,36.9,0.3888387635756057,0.10823804573804574,0.14052101159916333,0.4384864042593649,0.8014831717056474,0.18582375478927204,0.5942379595909147,0.737274815844125,0.2298265549602274,18077.074645831406,478.6855449350775,9177.52059867863
E47000008,Cambridgeshire and Peterborough,E47000008,2021,Catching up, ,37.8,0.5101849537615596,0.1164488854727133,0.15550057099352874,0.4337647506661591,0.8115721355157974,0.21414141414141413,0.5855885476980485,0.7488822911504803,0.37609505039655694,18077.074645831406,478.6855449350775,9177.52059867863
E47000008,Cambridgeshire and Peterborough,E47000008,2022,Falling behind, ,39.0,0.5101849537615596,0.11307692307692307,0.09512670565302145,0.43333333333333335,0.8483430799220273,0.2712082262210797,0.5657168945340499,0.7501680809241114,0.4934150281976758,18077.074645831406,478.6855449350775,9177.52059867863
E47000009,West of England,E47000009,2020,Falling behind, ,36.9,0.2000303114501503,0.11202652466592987,0.13044062332079528,0.4798495432563138,0.8336915636754433,0.2802907915993538,0.6379530653713351,0.8396370092006123,0.27898678819079636,10604.412096305732,526.2678467697739,3162.5200288505043
E47000009,West of England,E47000009,2021,Falling behind, ,37.6,0.184834337009721,0.11276998108888225,0.1329923273657289,0.5037017095167586,0.8178758917754745,0.22985957132298596,0.6338872416220482,0.8240639822464388,0.3531065176039842,10604.412096305732,526.2678467697739,3162.5200288505043
E47000009,West of England,E47000009,2022,Falling behind, ,38.3,0.184834337009721,0.1132546981207517,0.07133864876206462,0.5253881661770877,0.8539655895929501,0.3074712643678161,0.6014881974032268,0.8574003608764516,0.4350464933194119,10604.412096305732,526.2678467697739,3162.5200288505043
E47000012,York and North Yorkshire,E47000012,2020,Falling behind, ,34.6,0.11427222794370065,0.0863208210319134,0.14957705797400453,0.40581803177223025,0.7916236847534558,0.21287128712871287,0.5961371004639219,0.718842056394134,0.18623698521801957,16330.882488606801,393.5496964888651,2021.2088783925906
E47000012,York and North Yorkshire,E47000012,2021,Falling behind, ,35.9,0.12439590547585525,0.09730848861283643,0.13269749118805724,0.4833091436865022,0.8117354343769438,0.1354625550660793,0.5878280709537611,0.7340909868939859,0.25495061175912803,16330.882488606801,393.5496964888651,2021.2088783925906
E47000012,York and North Yorkshire,E47000012,2022,Falling behind, ,37.1,0.12439590547585525,0.09709135600163868,0.06806850205939735,0.47517884240190766,0.858226750487752,0.2889908256880734,0.5570906174974518,0.73091695516642,0.35872834575917334,16330.882488606801,393.5496964888651,2021.2088783925906
E47000013,East Midlands,E47000013,2020,Falling behind, ,32.9,0.3241014688118205,0.10593553459119497,0.1638215253864752,0.38361784746135247,0.7906806359440252,0.2614630731536577,0.6210380330625743,0.8203634280371144,0.14200960751876093,9681.662275687231,398.2502361187055,3347.974350052195
E47000013,East Midlands,E47000013,2021,Falling behind, ,33.6,0.2997980328730234,0.12271656800967475,0.2004685898374579,0.3706252745643579,0.7698784595109094,0.27998727330575884,0.619668977532576,0.8280603489829824,0.2588484418939619,9681.662275687231,398.2502361187055,3347.974350052195
E47000013,East Midlands,E47000013,2022,Falling behind, ,34.5,0.2997980328730234,0.12324250342167475,0.10537617915484317,0.3951990183296265,0.7982974154459698,0.33536121673003805,0.5846327538718077,0.8533546251627049,0.38929870317424514,9681.662275687231,398.2502361187055,3347.974350052195
E47000014,North East,E47000014,2020,Catching up, ,32.5,0.25841672225928397,0.12192959120333421,0.1922101301039195,0.34710743801652894,0.7695769576957696,0.30504261363636365,0.6225741589696069,0.8440518327397949,0.0967290640847657,8630.076712418777,286.2107725919129,1639.0620856672854
E47000014,North East,E47000014,2021,Catching up, ,33.3,0.22951823208929337,0.12858743428423683,0.18165378924872597,0.34843005096169655,0.7479039947394378,0.29670687968699055,0.6178369308648295,0.8625465091023728,0.23075885109283747,8630.076712418777,286.2107725919129,1639.0620856672854
E47000014,North East,E47000014,2022,Catching up, ,34.0,0.22951823208929337,0.12408009584117748,0.11377245508982035,0.37962310672772104,0.795262416343783,0.42193548387096774,0.5694274235765818,0.8734967071408449,0.365130623975225,8630.076712418777,286.2107725919129,1639.0620856672854
E61000001,Greater London,E61000001,2020,Losing ground, ,49.3,0.3603783177792763,0.13291276556684858,0.11238843854908703,0.5875051174977483,0.8000818799639728,0.169151376146789,0.688676496062708,0.9549004126025157,0.2099691789871868,14075.338583787645,589.4676532937273,3396.730732786546
E61000001,Greater London,E61000001,2021,Losing ground, ,49.8,0.3671662178972397,0.14081728666110913,0.11111654760739799,0.5877613595589914,0.7943210359787324,0.19189596384109112,0.6963726135234213,0.9596013243691509,0.3136372196137346,14075.338583787645,589.4676532937273,3396.730732786546
E61000001,Greater London,E61000001,2022,Losing ground, ,50.4,0.3671662178972397,0.12737127371273713,0.073957858866002,0.5889299390994821,0.8287025321794288,0.23931455584006303,0.6685742901678062,0.9816340602213331,0.43558489596776795,14075.338583787645,589.4676532937273,3396.730732786546
TLC11,Hartlepool and Stockton-on-Tees,E47000006,2020,Catching up,Steaming ahead,37.2,0.6834307462280821,0.11169590643274854,0.17160775370581527,0.3597491448118586,0.7702394526795895,0.29528535980148884,0.6077826674520946,0.7249417223802579,0.040891990238690015,9091.401187690053,577.9242489372881,1533.9669803059974
TLC11,Hartlepool and Stockton-on-Tees,E47000006,2021,Catching up,Steaming ahead,38.3,0.5801204047649545,0.1282346175963197,0.1758366420873511,0.33919455473624505,0.7560975609756098,0.32790697674418606,0.6087560038258744,0.7528633331909987,0.06991726803023186,9091.401187690053,577.9242489372881,1533.9669803059974
TLC11,Hartlepool and Stockton-on-Tees,E47000006,2022,Catching up,Losing ground,38.8,0.5801204047649545,0.11569767441860465,0.1366687004270897,0.3465527760829774,0.8090298962782184,0.5047923322683706,0.5578112290565537,0.7315228214005055,0.29354937026102845,9091.401187690053,577.9242489372881,1533.9669803059974
TLC12,South Teesside,E47000006,2020,Falling behind,Falling behind,29.5,0.20576596947427925,0.12439862542955327,0.23372781065088757,0.3005917159763314,0.7053254437869823,0.2791164658634538,0.6056696412572125,0.8329827054920752,0.01648661997788426,8603.364278042045,510.29998465551637,1655.1902715973608
TLC12,South Teesside,E47000006,2021,Falling behind,Falling behind,29.8,0.20576596947427925,0.12669376693766937,0.18761274804570055,0.3078773301262778,0.7101623571858088,0.3070539419087137,0.5927684389124143,0.8176565451145394,0.04648405358812529,8603.364278042045,510.29998465551637,1655.1902715973608
TLC12,South Teesside,E47000006,2022,Falling behind,Falling behind,30.2,0.20576596947427925,0.14209115281501342,0.14438839848675913,0.28940731399747793,0.7515762925598991,0.44416243654822335,0.5555944790863869,0.8571153793228319,0.1340684772768423,8603.364278042045,510.29998465551637,1655.1902715973608
TLC13,Darlington,E47000006,2020,Catching up,Catching up,29.4,0.08513931888544891,0.10263929618768329,0.1526479750778816,0.338006230529595,0.7866043613707165,0.2773722627737226,0.6009716644668482,0.8681,0.022,9393.424036281178,739.7044839441154,2956.8063784653646
TLC13,Darlington,E47000006,2021,Catching up,Catching up,29.3,0.08513931888544891,0.15552523874488403,0.15348101265822786,0.3860759493670886,0.810126582278481,0.275,0.5840495333148508,0.8835,0.037000000000000005,9393.424036281178,739.7044839441154,2956.8063784653646
TLC13,Darlington,E47000006,2022,Catching up,Catching up,29.4,0.08513931888544891,0.11216216216216217,0.09390444810543658,0.400329489291598,0.8303130148270181,0.3883495145631068,0.5544948798289927,0.8822,0.189,9393.424036281178,739.7044839441154,2956.8063784653646
TLC14,Durham CC,E47000014,2020,Falling behind,Falling behind,31.8,0.2808433849368411,0.12369337979094076,0.19285714285714287,0.3167701863354037,0.768944099378882,0.3118279569892473,0.6201801218788762,0.763,0.15300000000000002,9592.456158555568,209.8682162498703,1310.885130227249
TLC14,Durham CC,E47000014,2021,Falling behind,Falling behind,32.8,0.27998224589436305,0.12233862791483609,0.1548727498448169,0.3249534450651769,0.7411545623836127,0.2997601918465228,0.6178959702520103,0.7947000000000001,0.376,9592.456158555568,209.8682162498703,1310.885130227249
TLC14,Durham CC,E47000014,2022,Falling behind,Falling behind,33.5,0.27998224589436305,0.12089752176825184,0.12205783456624075,0.33658372562205785,0.8224613315400134,0.5113636363636364,0.5631221278215278,0.8164,0.483,9592.456158555568,209.8682162498703,1310.885130227249
TLC21,Northumberland,E47000014,2020,Catching up,Catching up,30.2,0.2084511728497754,0.09464027040077258,0.20700985761226726,0.3378970427163198,0.768893756845564,0.2796208530805687,0.5733304028383936,0.761,0.057,11786.235688855875,327.33140383679535,2224.1289518394246
TLC21,Northumberland,E47000014,2021,Catching up,Catching up,31.7,0.2084511728497754,0.10157367668097282,0.16574279379157428,0.3553215077605322,0.7422394678492239,0.23440860215053763,0.5610639065474043,0.7601,0.102,11786.235688855875,327.33140383679535,2224.1289518394246
TLC21,Northumberland,E47000014,2022,Catching up,Catching up,32.8,0.2084511728497754,0.0946073793755913,0.07890017931858936,0.4052600119545726,0.8027495517035266,0.32727272727272727,0.5157817500200393,0.7496,0.324,11786.235688855875,327.33140383679535,2224.1289518394246
TLC22,Tyneside,E47000014,2020,Catching up,Steaming ahead,32.5,0.17096106827158172,0.12235105957616953,0.18328741965105602,0.3875114784205693,0.7757575757575758,0.266994266994267,0.6393081148101096,0.907617450233351,0.08590258593488775,7231.680876657599,247.92852666684274,1123.3616092544619
TLC22,Tyneside,E47000014,2021,Catching up,Steaming ahead,33.6,0.19588453122369973,0.13507201245620865,0.1901499722273653,0.39326050731346046,0.7611553416034068,0.28604651162790695,0.6340906182530281,0.932853959386383,0.22791393042777167,7231.680876657599,247.92852666684274,1123.3616092544619
TLC22,Tyneside,E47000014,2022,Catching up,Steaming ahead,34.2,0.19588453122369973,0.13127042091101288,0.11964809384164223,0.4240469208211144,0.7784946236559139,0.4095322153574581,0.5917118692889394,0.9425375832085943,0.3370896347216606,7231.680876657599,247.92852666684274,1123.3616092544619
TLC23,Sunderland,E47000014,2020,Falling behind,Losing ground,36.0,0.5270874057525831,0.15892053973013492,0.20346820809248556,0.2861271676300578,0.7520231213872832,0.42657342657342656,0.6323492322256865,0.8955,0.069,8846.514287529584,491.44654287847266,3302.9686929173877
TLC23,Sunderland,E47000014,2021,Falling behind,Losing ground,36.2,0.45902295782167646,0.15826827537260468,0.2213916043703278,0.24554341575618172,0.7251293847038528,0.3807531380753138,0.6337971703270671,0.8957,0.114,8846.514287529584,491.44654287847266,3302.9686929173877
TLC23,Sunderland,E47000014,2022,Catching up,Losing ground,36.5,0.45902295782167646,0.14895155459146783,0.11606022584692598,0.2904642409033877,0.7904642409033877,0.4161676646706587,0.5747167879316686,0.916,0.27499999999999997,8846.514287529584,491.44654287847266,3302.9686929173877
TLD33,Manchester,E47000001,2020,Falling behind,Losing ground,37.6,0.19968111760686355,0.16408068269976725,0.1704370179948586,0.48251928020565554,0.7326478149100257,0.20576923076923076,0.7107099791719955,0.9241,0.243,11193.716461394932,438.50902347501784,2007.7432487260774
TLD33,Manchester,E47000001,2021,Steaming ahead,Steaming ahead,39.4,0.21429302754172214,0.1593767599023841,0.19785276073619631,0.4504089979550102,0.7589468302658486,0.20890774125132555,0.7104589288633021,0.9356,0.309,11193.716461394932,438.50902347501784,2007.7432487260774
TLD33,Manchester,E47000001,2022,Steaming ahead,Steaming ahead,40.7,0.21429302754172214,0.14804364183596688,0.1271660890429219,0.5254598773660357,0.7571314316182352,0.3150384193194292,0.659231347847788,0.9868,0.403,11193.716461394932,438.50902347501784,2007.7432487260774
TLD34,Greater Manchester South West,E47000001,2020,Steaming ahead,Steaming ahead,39.0,0.18325230164477088,0.1408033826638478,0.1591349257585539,0.4644932214331827,0.8008392511297612,0.27228525121555913,0.617098283558454,0.8634390664253149,0.3188402637388663,10852.724744820103,502.4585438638136,2923.259520499169
TLD34,Greater Manchester South West,E47000001,2021,Losing ground,Losing ground,39.6,0.17729311825904362,0.14444673397898208,0.14606021780909673,0.4823830877642537,0.7725816784112748,0.30140845070422534,0.6164453887041615,0.8777721317891441,0.3336836109451145,10852.724744820103,502.4585438638136,2923.259520499169
TLD34,Greater Manchester South West,E47000001,2022,Losing ground,Losing ground,39.8,0.17729311825904362,0.12839097121557258,0.09148160424262512,0.5183957573748758,0.7915147497514087,0.29252782193958665,0.586548462667561,0.9484313085919817,0.4060148810258689,10852.724744820103,502.4585438638136,2923.259520499169
TLD35,Greater Manchester South East,E47000001,2020,Catching up,Falling behind,32.0,0.14978566025048332,0.10938283993978926,0.201329534662868,0.3741690408357075,0.787591009813232,0.2429210134128167,0.6024349126192855,0.8296171766363921,0.08997659724397118,5966.14466542802,272.4260701635563,1312.2031137023037
TLD35,Greater Manchester South East,E47000001,2021,Falling behind,Falling behind,32.8,0.16168336673346692,0.12368098159509203,0.17780580075662042,0.3751576292559899,0.7790037831021438,0.26676176890156916,0.6024828676057195,0.8434629076198159,0.14974713248447857,5966.14466542802,272.4260701635563,1312.2031137023037
TLD35,Greater Manchester South East,E47000001,2022,Catching up,Falling behind,33.5,0.16168336673346692,0.1255691349149293,0.09279368213228036,0.4452122408687068,0.843040473840079,0.36477987421383645,0.5735477295889481,0.9386106046663327,0.29732009691434963,5966.14466542802,272.4260701635563,1312.2031137023037
TLD36,Greater Manchester North West,E47000001,2020,Catching up,Catching up,31.5,0.10315515392862613,0.13313541904544415,0.20817941952506597,0.31926121372031663,0.766754617414248,0.29298642533936653,0.6077984226107428,0.8274825289070722,0.024858534817427183,5572.249941371977,212.67820897453524,771.1000234512095
TLD36,Greater Manchester North West,E47000001,2021,Falling behind,Falling behind,32.5,0.12067845543125226,0.1507537688442211,0.17536423841059604,0.31788079470198677,0.7549668874172185,0.2562162162162162,0.6030688616775698,0.8683741859795145,0.09299509904306387,5572.249941371977,212.67820897453524,771.1000234512095
TLD36,Greater Manchester North West,E47000001,2022,Catching up,Falling behind,33.2,0.12067845543125226,0.13135780628040689,0.12941831338714166,0.3484553298079599,0.8101864736988589,0.38563049853372433,0.5676028770341209,0.8989569260170762,0.20308452834339297,5572.249941371977,212.67820897453524,771.1000234512095
TLD37,Greater Manchester North East,E47000001,2020,Catching up,Catching up,30.2,0.16024436090225563,0.1275056829923538,0.19903406202338586,0.3271479410269446,0.7488561260803254,0.25101214574898784,0.5971381690292634,0.853535538030241,0.15791819733673815,6405.273514039741,283.97114087592144,1220.8201502357488
TLD37,Greater Manchester North East,E47000001,2021,Falling behind,Falling behind,30.9,0.14571022514772983,0.1516,0.1903300076745971,0.33947301100025584,0.7165515477104119,0.2815884476534296,0.5922763168261626,0.8632092043751615,0.2979426130393592,6405.273514039741,283.97114087592144,1220.8201502357488
TLD37,Greater Manchester North East,E47000001,2022,Catching up,Falling behind,31.1,0.14571022514772983,0.13662502478683322,0.12496690495101932,0.3333333333333333,0.7873974053481599,0.3300124533001245,0.56753467265706,0.9269625207660401,0.39374979362409784,6405.273514039741,283.97114087592144,1220.8201502357488
TLD71,East Merseyside,E47000004,2020,Falling behind,Losing ground,33.8,0.38195164075993093,0.1342835708927232,0.20300751879699247,0.32295023272466883,0.7758682420336556,0.3274760383386581,0.6019163049709279,0.8429586901978033,0.057378941368151276,8813.741754552277,399.04017063633125,1996.8301931508472
TLD71,East Merseyside,E47000004,2021,Falling behind,Losing ground,34.9,0.35959035959035957,0.154291923216226,0.17805755395683454,0.3410071942446043,0.787410071942446,0.3570219966159052,0.595363021531582,0.8506054674050844,0.11535340406129757,8813.741754552277,399.04017063633125,1996.8301931508472
TLD71,East Merseyside,E47000004,2022,Falling behind,Losing ground,35.7,0.35959035959035957,0.12584017923823748,0.13889943074003794,0.38444022770398484,0.8182163187855788,0.48434237995824636,0.5596915855096167,0.9193836797721558,0.26143054535745275,8813.741754552277,399.04017063633125,1996.8301931508472
TLD72,Liverpool,E47000004,2020,Falling behind,Losing ground,33.9,0.16318659396196303,0.15458937198067632,0.21484141232794735,0.42579293836026333,0.7468581687612208,0.3108747044917258,0.6914272946200253,0.9198000000000001,0.314,10995.442208600673,433.7063548319567,1453.2413205475227
TLD72,Liverpool,E47000004,2021,Falling behind,Losing ground,35.0,0.19313637720083557,0.1600819432250512,0.16032364399160923,0.4414144441114774,0.7767455798621516,0.28859060402684567,0.6880100284110824,0.9269000000000001,0.38299999999999995,10995.442208600673,433.7063548319567,1453.2413205475227
TLD72,Liverpool,E47000004,2022,Falling behind,Losing ground,35.6,0.19313637720083557,0.1594626168224299,0.11235605353252412,0.5010893246187363,0.7429193899782135,0.40314769975786924,0.6467781870885924,0.9887,0.454,10995.442208600673,433.7063548319567,1453.2413205475227
TLD73,Sefton,E47000004,2020,Catching up,Catching up,32.6,,0.12492869366799772,0.13455464308275428,0.3828174352495262,0.7668982943777637,0.1978319783197832,0.5681553077478008,0.7172,0.26399999999999996,7976.91853423684,388.8616413264336,979.9113175252986
TLD73,Sefton,E47000004,2021,Falling behind,Steaming ahead,34.0,0.1995338831122266,0.12612107623318386,0.14502849905003168,0.39392020265991134,0.77897403419886,0.25787965616045844,0.5645475575005452,0.7432,0.397,7976.91853423684,388.8616413264336,979.9113175252986
TLD73,Sefton,E47000004,2022,Catching up,Steaming ahead,35.3,0.1995338831122266,0.12562257885998893,0.10529715762273902,0.417312661498708,0.8016795865633075,0.3517915309446254,0.5508367523405224,0.7743,0.432,7976.91853423684,388.8616413264336,979.9113175252986
TLD74,Wirral,E47000004,2020,Falling behind,Catching up,33.0,,0.13779331003494757,0.16952678107124286,0.3702548101924077,0.7327093083723349,0.2529182879377432,0.6004702590796537,0.8095999999999999,0.41200000000000003,7109.808241686427,300.8943742181227,2556.621916836268
TLD74,Wirral,E47000004,2021,Catching up,Steaming ahead,34.4,0.13002579274768625,0.14377154111275234,0.17181770560502882,0.3860660031430068,0.7386066003143007,0.3166332665330661,0.5953884683639449,0.8034,0.638,7109.808241686427,300.8943742181227,2556.621916836268
TLD74,Wirral,E47000004,2022,Falling behind,Falling behind,34.9,0.13002579274768625,0.12974839664528862,0.0982627578718784,0.42671009771986973,0.8317046688382194,0.4161290322580645,0.5712460420588427,0.8331999999999999,0.7120000000000001,7109.808241686427,300.8943742181227,2556.621916836268
TLE21,York,E47000012,2020,Falling behind,Losing ground,36.5,0.1439880507841673,0.10033670033670034,0.1276911655530809,0.46919079435783223,0.7958426132145509,0.16,0.6662742556969664,0.8243999999999999,0.548,27365.6062239381,282.0326405776028,1710.3294976894215
TLE21,York,E47000012,2021,Falling behind,Losing ground,37.9,0.15551366635249764,0.10645375914836992,0.08734270910436713,0.5936343449296817,0.8208734270910437,0.1652892561983471,0.6693055768859208,0.8495999999999999,0.604,27365.6062239381,282.0326405776028,1710.3294976894215
TLE21,York,E47000012,2022,Falling behind,Losing ground,39.3,0.15551366635249764,0.10816191108161911,0.03590944574551132,0.6026541764246682,0.912568306010929,0.25,0.6262496883417827,0.8495999999999999,0.523,27365.6062239381,282.0326405776028,1710.3294976894215
TLE22,North Yorkshire CC,E47000012,2020,Catching up,Catching up,34.5,0.10229393702209645,0.0826226012793177,0.158,0.38142857142857145,0.79,0.23265306122448978,0.5729261301786384,0.6865598755653585,0.07560107605366244,12124.488333200605,436.0595683682408,2139.714900055746
TLE22,North Yorkshire CC,E47000012,2021,Catching up,Steaming ahead,36.2,0.11213664332696796,0.09491466388018112,0.15034562211981567,0.4403801843317972,0.8081797235023042,0.12462462462462462,0.561242881413194,0.6990844933506908,0.14916670081418185,12124.488333200605,436.0595683682408,2139.714900055746
TLE22,North Yorkshire CC,E47000012,2022,Falling behind,Catching up,36.8,0.11213664332696796,0.09422283356258597,0.08043217286914765,0.4261704681872749,0.8373349339735895,0.29704797047970477,0.5344017090590071,0.695245374153049,0.309354573535273,12124.488333200605,436.0595683682408,2139.714900055746
TLE31,"Barnsley, Doncaster and Rotherham",E47000002,2020,Falling behind,Falling behind,28.1,0.11483109532125008,0.1437535653166001,0.1851183313277176,0.2932210188527878,0.7741676694745286,0.27708703374777977,0.6095511009451343,0.7842564071717459,0.19200953656714495,8211.046867315235,262.0167220469513,1146.281923635186
TLE31,"Barnsley, Doncaster and Rotherham",E47000002,2021,Falling behind,Falling behind,28.8,0.11985728620804995,0.1448529411764706,0.2024453798356384,0.2988574864702345,0.7430346762878333,0.3541341653666147,0.6085949860751417,0.8003565120424767,0.3262748989107166,8211.046867315235,262.0167220469513,1146.281923635186
TLE31,"Barnsley, Doncaster and Rotherham",E47000002,2022,Falling behind,Falling behind,29.2,0.11985728620804995,0.14992721979621543,0.13555698097070773,0.31644216378020096,0.8077827667308104,0.40489432703003336,0.5663166893298283,0.8114819404738047,0.3860415790448311,8211.046867315235,262.0167220469513,1146.281923635186
TLE32,Sheffield,E47000002,2020,Falling behind,Steaming ahead,32.8,0.21658735554044867,0.11920157436041608,0.15869281045751635,0.47320261437908495,0.7432679738562091,0.20570264765784113,0.6891444879251075,0.8832,0.045,9177.71618704267,371.7412524135572,1966.0427636032005
TLE32,Sheffield,E47000002,2021,Catching up,Steaming ahead,34.0,0.21546926780466455,0.14500941619585686,0.13020696882368352,0.4508776526067592,0.7961750065496463,0.2750642673521851,0.687704379003126,0.8928999999999999,0.21100000000000002,9177.71618704267,371.7412524135572,1966.0427636032005
TLE32,Sheffield,E47000002,2022,Catching up,Steaming ahead,34.6,0.21546926780466455,0.12746386333771353,0.07027896995708155,0.46727467811158796,0.8116952789699571,0.3888888888888889,0.658375747471929,0.9358000000000001,0.505,9177.71618704267,371.7412524135572,1966.0427636032005
TLE41,Bradford,E47000003,2020,Falling behind,Catching up,30.4,0.22034973271722388,0.12123769338959213,0.2295625942684766,0.33544494720965307,0.7460030165912519,0.16389548693586697,0.6058767301298934,0.8536,0.034,6576.440156856968,381.8786015427951,2044.2955244214518
TLE41,Bradford,E47000003,2021,Falling behind,Catching up,31.6,0.2262024890682812,0.12899699371412954,0.21520146520146521,0.35775335775335776,0.753968253968254,0.23945409429280398,0.5990794365434798,0.8386,0.07900000000000001,6576.440156856968,381.8786015427951,2044.2955244214518
TLE41,Bradford,E47000003,2022,Catching up,Catching up,32.4,0.2262024890682812,0.13718700053276506,0.15498270983967305,0.3602640679031751,0.7705124174787803,0.30684931506849317,0.5755965865910061,0.9153,0.35000000000000003,6576.440156856968,381.8786015427951,2044.2955244214518
TLE42,Leeds,E47000003,2020,Falling behind,Losing ground,35.1,0.1518189224611243,0.11437565582371459,0.14291292463881297,0.4666146036704412,0.837172979304959,0.20863309352517986,0.6335635289067999,0.8731,0.44299999999999995,8459.480714095522,318.03629923649,1948.1787426750304
