itl,itlname,par,year,Taxonomy relative to the UK,Taxonomy relative to ITL1,GVA per hour worked,Export Intensity,New Businesses,Low Skilled,High Skilled,Active,Inactive due to Illness,Working Age,4G connected,Fibre connected,GFCF per job,ICT per job,Intangibles per job
TLD,North West,UKX,2020,Falling behind, ,34.8,0.2219589409981951,0.12511893434823979,0.18224371976907475,0.3857075986893431,0.7741568776051535,0.26766679826292933,0.6078498984839319,0.8054927636740264,0.15201704027533905,9364.800779719772,398.71682171369275,1877.5654310974037
TLD,North West,UKX,2021,Catching up, ,36.1,0.2531519516315462,0.13443371921266875,0.1752333318447729,0.3854329477961863,0.7649711963560041,0.2760782823484704,0.6032522226287067,0.8213618504784348,0.23126024065514908,,,
TLD,North West,UKX,2022,Catching up, ,36.8,,0.12453368632776908,0.10774136486360673,0.42556558979610837,0.802066846662322,0.36265286923800566,0.5716252536384165,0.8689945204329995,0.35757485414989626,,,
TLD11,West Cumbria,TLD,2020,Falling behind,Falling behind,31.1,0.20219494047619047,0.08687002652519894,0.20374531835205992,0.3355805243445693,0.7647940074906368,0.3248407643312102,0.5790099147315736,0.6892655561163026,0.019020732263211017,21286.18506384328,532.3635944390534,1278.8831989854252
TLD11,West Cumbria,TLD,2021,Falling behind,Falling behind,31.8,0.23208311322415917,0.09047940580688724,0.2381305637982196,0.3004451038575668,0.7366468842729971,0.36056338028169016,0.58374689289024,0.7021225087554316,0.03485416531551981,,,
TLD11,West Cumbria,TLD,2022,Falling behind,Falling behind,32.0,,0.08708487084870849,0.11773940345368916,0.3249607535321821,0.814756671899529,0.5211864406779662,0.5507545856587656,0.7026348820165901,0.1778790770717565,,,
TLD12,East Cumbria,TLD,2020,Falling behind,Falling behind,31.0,0.19630269982710466,0.08782104391052195,0.1716514954486346,0.4187256176853056,0.8374512353706112,0.288,0.5741526768281985,0.5819694099336669,0.07346566441931274,10801.254359860484,354.61265239512335,3081.7573837637196
TLD12,East Cumbria,TLD,2021,Falling behind,Falling behind,31.8,0.22923225962702834,0.09286293592862936,0.15677118078719146,0.3655770513675784,0.8198799199466311,0.28888888888888886,0.5555823236609873,0.6067775621531595,0.0895174541310695,,,
TLD12,East Cumbria,TLD,2022,Catching up,Catching up,32.7,,0.0940613790354723,0.10202655485674354,0.4451432564640112,0.8784067085953878,0.5287356321839081,0.5266567052120981,0.6563037542570952,0.23482416694490815,,,
TLD33,Manchester,TLD,2020,Falling behind,Losing ground,37.6,0.19968111760686355,0.16408068269976725,0.1704370179948586,0.48251928020565554,0.7326478149100257,0.20576923076923076,0.7107099791719955,0.9241,0.243,11193.716461394932,438.50902347501784,2007.7432487260774
TLD33,Manchester,TLD,2021,Steaming ahead,Steaming ahead,39.4,0.21429302754172214,0.1593767599023841,0.19785276073619631,0.4504089979550102,0.7589468302658486,0.20890774125132555,0.7104589288633021,0.9356,0.309,,,
TLD33,Manchester,TLD,2022,Steaming ahead,Steaming ahead,40.7,,0.14804364183596688,0.1271660890429219,0.5254598773660357,0.7571314316182352,0.3150384193194292,0.659231347847788,0.9868,0.403,,,
TLD34,Greater Manchester South West,TLD,2020,Steaming ahead,Steaming ahead,39.0,0.18325230164477088,0.1408033826638478,0.1591349257585539,0.4644932214331827,0.8008392511297612,0.27228525121555913,0.617098283558454,0.8634390664253149,0.3188402637388663,10852.724744820103,502.4585438638136,2923.259520499169
TLD34,Greater Manchester South West,TLD,2021,Losing ground,Losing ground,39.6,0.17729311825904362,0.14444673397898208,0.14606021780909673,0.4823830877642537,0.7725816784112748,0.30140845070422534,0.6164453887041615,0.8777721317891441,0.3336836109451145,,,
TLD34,Greater Manchester South West,TLD,2022,Losing ground,Losing ground,39.8,,0.12839097121557258,0.09148160424262512,0.5183957573748758,0.7915147497514087,0.29252782193958665,0.586548462667561,0.9484313085919817,0.4060148810258689,,,
TLD35,Greater Manchester South East,TLD,2020,Catching up,Catching up,32.0,0.14978566025048332,0.10938283993978926,0.201329534662868,0.3741690408357075,0.787591009813232,0.2429210134128167,0.6024349126192855,0.8296171766363921,0.08997659724397118,5966.14466542802,272.4260701635563,1312.2031137023037
TLD35,Greater Manchester South East,TLD,2021,Falling behind,Falling behind,32.8,0.16168336673346692,0.12368098159509203,0.17780580075662042,0.3751576292559899,0.7790037831021438,0.26676176890156916,0.6024828676057195,0.8434629076198159,0.14974713248447857,,,
TLD35,Greater Manchester South East,TLD,2022,Catching up,Catching up,33.5,,0.1255691349149293,0.09279368213228036,0.4452122408687068,0.843040473840079,0.36477987421383645,0.5735477295889481,0.9386106046663327,0.29732009691434963,,,
TLD36,Greater Manchester North West,TLD,2020,Catching up,Catching up,31.5,0.10315515392862613,0.13313541904544415,0.20817941952506597,0.31926121372031663,0.766754617414248,0.29298642533936653,0.6077984226107428,0.8274825289070722,0.024858534817427183,5572.249941371977,212.67820897453524,771.1000234512095
TLD36,Greater Manchester North West,TLD,2021,Falling behind,Falling behind,32.5,0.12067845543125226,0.1507537688442211,0.17536423841059604,0.31788079470198677,0.7549668874172185,0.2562162162162162,0.6030688616775698,0.8683741859795145,0.09299509904306387,,,
TLD36,Greater Manchester North West,TLD,2022,Catching up,Catching up,33.2,,0.13135780628040689,0.12941831338714166,0.3484553298079599,0.8101864736988589,0.38563049853372433,0.5676028770341209,0.8989569260170762,0.20308452834339297,,,
TLD37,Greater Manchester North East,TLD,2020,Catching up,Catching up,30.2,0.16024436090225563,0.1275056829923538,0.19903406202338586,0.3271479410269446,0.7488561260803254,0.25101214574898784,0.5971381690292634,0.853535538030241,0.15791819733673815,6405.273514039741,283.97114087592144,1220.8201502357488
TLD37,Greater Manchester North East,TLD,2021,Falling behind,Falling behind,30.9,0.14571022514772983,0.1516,0.1903300076745971,0.33947301100025584,0.7165515477104119,0.2815884476534296,0.5922763168261626,0.8632092043751615,0.2979426130393592,,,
TLD37,Greater Manchester North East,TLD,2022,Catching up,Catching up,31.1,,0.13662502478683322,0.12496690495101932,0.3333333333333333,0.7873974053481599,0.3300124533001245,0.56753467265706,0.9269625207660401,0.39374979362409784,,,
TLD41,Blackburn with Darwen,TLD,2020,Catching up,Catching up,28.8,,0.14479638009049775,0.22502744237102085,0.29637760702524696,0.7135016465422612,0.3103448275862069,0.5893998602520639,0.9511,0.096,6665.381862232256,260.44821320411876,862.7002918341501
TLD41,Blackburn with Darwen,TLD,2021,Catching up,Catching up,29.8,0.148838396732193,0.18174342105263158,0.2109375,0.33816964285714285,0.7154017857142857,0.2784313725490196,0.5782361216877266,0.9534999999999999,0.11699999999999998,,,
TLD41,Blackburn with Darwen,TLD,2022,Catching up,Catching up,30.6,,0.12998405103668262,0.17142857142857143,0.2914285714285714,0.7542857142857143,0.31627906976744186,0.5617544715655937,0.9701999999999998,0.142,,,
TLD42,Blackpool,TLD,2020,Falling behind,Falling behind,28.4,0.04472213087800066,0.15172413793103448,0.200734394124847,0.23745410036719705,0.7600979192166463,0.41836734693877553,0.5771404351511726,0.8609,0.005,4845.871402954487,171.2065579369823,790.8519056158028
TLD42,Blackpool,TLD,2021,Falling behind,Falling behind,29.2,,0.12356979405034325,0.21137206427688504,0.28553770086526575,0.7453646477132262,0.4320388349514563,0.5738565429576665,0.8528,0.009000000000000001,,,
TLD42,Blackpool,TLD,2022,Falling behind,Falling behind,29.7,,0.1702355460385439,0.13642052565707133,0.3479349186483104,0.7759699624530664,0.4972067039106145,0.5643691638295167,0.8490000000000001,0.039,,,
TLD44,Lancaster and Wyre,TLD,2020,Catching up,Steaming ahead,34.8,,0.09821941412981046,0.1523937963587323,0.3607552258934592,0.811193526635199,0.35714285714285715,0.5901548012256755,0.7361261384562188,0.17881889238241516,7474.571694320262,463.8603018392391,684.3889705661736
TLD44,Lancaster and Wyre,TLD,2021,Catching up,Catching up,35.4,0.1427810335641982,0.10234419668381932,0.12386917188587335,0.39526791927627003,0.7974947807933194,0.2611683848797251,0.5640049453460761,0.752600184041748,0.30836453810301556,,,
TLD44,Lancaster and Wyre,TLD,2022,Catching up,Catching up,35.4,,0.10884353741496598,0.10063335679099226,0.36382828993666433,0.7881773399014779,0.39867109634551495,0.5481090046479336,0.7859089638710391,0.5652102688133799,,,
TLD45,Mid Lancashire,TLD,2020,Falling behind,Losing ground,37.4,0.4749663727395008,0.11338345864661654,0.17159763313609466,0.4243448858833474,0.7797971259509721,0.19385796545105566,0.5952485779194477,0.7706654112537904,0.07974567460168898,11390.486539973674,633.2441004709021,3170.2845733167233
TLD45,Mid Lancashire,TLD,2021,Steaming ahead,Steaming ahead,39.2,0.5831825795644892,0.12332751599767307,0.21059376334899615,0.3780435711234515,0.7526697992310978,0.3022452504317789,0.5814646650306504,0.7677446318066846,0.1532304502526739,,,
TLD45,Mid Lancashire,TLD,2022,Losing ground,Losing ground,40.3,,0.11095183486238532,0.05339805825242718,0.4730803177405119,0.8256840247131509,0.28354430379746837,0.5528676655370209,0.815998307695521,0.40733005942124334,,,
TLD46,East Lancashire,TLD,2020,Falling behind,Falling behind,30.5,0.23216639812509154,0.12,0.17771084337349397,0.339859437751004,0.7796184738955824,0.22779043280182232,0.5824885008231452,0.8338223922366795,0.02759498800610598,6466.0394866881425,385.28566363135695,1031.9047008321324
TLD46,East Lancashire,TLD,2021,Catching up,Catching up,32.1,0.18837888033961264,0.1433461703038083,0.2599009900990099,0.2806930693069307,0.7569306930693069,0.219959266802444,0.5874962190837386,0.8493868861832166,0.06824679662720505,,,
TLD46,East Lancashire,TLD,2022,Catching up,Catching up,33.1,,0.11859381617958492,0.09852476290832456,0.3540569020021075,0.7924130663856691,0.3680203045685279,0.5484835787253103,0.8978194384112317,0.22494625907481852,,,
TLD47,Chorley and West Lancashire,TLD,2020,Falling behind,Falling behind,33.0,0.1408685968819599,0.11609071274298056,0.22164566345441067,0.3876945885841364,0.7568569310600445,0.43902439024390244,0.5780371589195119,0.5881448381604568,0.20114991204883875,6555.445435524723,315.0433973030603,1204.813246438618
TLD47,Chorley and West Lancashire,TLD,2021,Catching up,Catching up,35.2,,0.12330198537095088,0.13763440860215054,0.4,0.7971326164874551,0.21554770318021202,0.5935993395941398,0.6785943961064944,0.29689805603893504,,,
TLD47,Chorley and West Lancashire,TLD,2022,Catching up,Catching up,36.6,,0.10625,,0.4241509433962264,0.769811320754717,0.3442622950819672,0.5567437424104272,0.7318161976689633,0.4709913713008363,,,
TLD61,Warrington,TLD,2020,Catching up,Steaming ahead,36.0,0.18258521768477895,0.09911678115799803,0.14797507788161993,0.4166666666666667,0.8317757009345794,0.2222222222222222,0.6067278749875961,0.7373,0.019,7278.700803486314,367.9014026964456,1452.4717417949066
TLD61,Warrington,TLD,2021,Catching up,Steaming ahead,37.2,0.21729118693740843,0.113160518444666,0.1282642089093702,0.4162826420890937,0.8195084485407066,0.32340425531914896,0.6165298178822058,0.7479000000000001,0.14300000000000002,,,
TLD61,Warrington,TLD,2022,Catching up,Steaming ahead,38.0,,0.11685625646328852,0.10995184590690209,0.4751203852327448,0.8402889245585875,0.3015075376884422,0.588902542773419,0.8221999999999999,0.219,,,
TLD62,Cheshire East,TLD,2020,Losing ground,Losing ground,43.3,0.385969556585043,0.10342224458983391,0.1291331546023235,0.4110813226094727,0.7966934763181412,0.210989010989011,0.5691716492498785,0.8268999999999999,0.092,11359.47339654476,405.02839761412514,3326.441862123048
TLD62,Cheshire East,TLD,2021,Losing ground,Losing ground,44.7,0.5367738555242648,0.1008991008991009,0.1430487259722843,0.45417970496200266,0.7483236477425123,0.21314387211367672,0.558588073133337,0.8341999999999999,0.18100000000000002,,,
TLD62,Cheshire East,TLD,2022,Losing ground,Losing ground,45.7,,0.09939909864797196,0.08293384467881112,0.4894534995206136,0.8777564717162033,0.3137254901960784,0.5131270493718745,0.8434,0.317,,,
TLD63,Cheshire West and Chester,TLD,2020,Losing ground,Losing ground,40.5,0.32538931429063067,0.1078194970719945,0.15588235294117647,0.44901960784313727,0.8446078431372549,0.19873817034700317,0.5750723068856451,0.66,0.198,12375.911655236681,555.5586556328715,2364.8629796827136
TLD63,Cheshire West and Chester,TLD,2021,Losing ground,Losing ground,42.7,0.42797847809377404,0.11607142857142858,0.13489298158287705,0.43603782976605276,0.7869586859133898,0.24065420560747663,0.5615967349677131,0.6936,0.318,,,
TLD63,Cheshire West and Chester,TLD,2022,Losing ground,Losing ground,44.0,,0.10398308071906943,0.08869294605809129,0.42012448132780084,0.7785269709543569,0.26697892271662765,0.5330472720034062,0.7186,0.5599999999999999,,,
TLD71,East Merseyside,TLD,2020,Falling behind,Falling behind,33.8,0.38195164075993093,0.1342835708927232,0.20300751879699247,0.32295023272466883,0.7758682420336556,0.3274760383386581,0.6019163049709279,0.8429586901978033,0.057378941368151276,8813.741754552277,399.04017063633125,1996.8301931508472
TLD71,East Merseyside,TLD,2021,Falling behind,Falling behind,34.9,0.35959035959035957,0.154291923216226,0.17805755395683454,0.3410071942446043,0.787410071942446,0.3570219966159052,0.595363021531582,0.8506054674050844,0.11535340406129757,,,
TLD71,East Merseyside,TLD,2022,Falling behind,Falling behind,35.7,,0.12584017923823748,0.13889943074003794,0.38444022770398484,0.8182163187855788,0.48434237995824636,0.5596915855096167,0.9193836797721558,0.26143054535745275,,,
TLD72,Liverpool,TLD,2020,Falling behind,Falling behind,33.9,0.16318659396196303,0.15458937198067632,0.21484141232794735,0.42579293836026333,0.7468581687612208,0.3108747044917258,0.6914272946200253,0.9198000000000001,0.314,10995.442208600673,433.7063548319567,1453.2413205475227
TLD72,Liverpool,TLD,2021,Falling behind,Falling behind,35.0,0.19313637720083557,0.1600819432250512,0.16032364399160923,0.4414144441114774,0.7767455798621516,0.28859060402684567,0.6880100284110824,0.9269000000000001,0.38299999999999995,,,
TLD72,Liverpool,TLD,2022,Falling behind,Falling behind,35.6,,0.1594626168224299,0.11235605353252412,0.5010893246187363,0.7429193899782135,0.40314769975786924,0.6467781870885924,0.9887,0.454,,,
TLD73,Sefton,TLD,2020,Catching up,Catching up,32.6,,0.12492869366799772,0.13455464308275428,0.3828174352495262,0.7668982943777637,0.1978319783197832,0.5681553077478008,0.7172,0.26399999999999996,7976.91853423684,388.8616413264336,979.9113175252986
TLD73,Sefton,TLD,2021,Falling behind,Falling behind,34.0,0.1995338831122266,0.12612107623318386,0.14502849905003168,0.39392020265991134,0.77897403419886,0.25787965616045844,0.5645475575005452,0.7432,0.397,,,
TLD73,Sefton,TLD,2022,Catching up,Catching up,35.3,,0.12562257885998893,0.10529715762273902,0.417312661498708,0.8016795865633075,0.3517915309446254,0.5508367523405224,0.7743,0.432,,,
TLD74,Wirral,TLD,2020,Falling behind,Falling behind,33.0,,0.13779331003494757,0.16952678107124286,0.3702548101924077,0.7327093083723349,0.2529182879377432,0.6004702590796537,0.8095999999999999,0.41200000000000003,7109.808241686427,300.8943742181227,2556.621916836268
TLD74,Wirral,TLD,2021,Catching up,Catching up,34.4,0.13002579274768625,0.14377154111275234,0.17181770560502882,0.3860660031430068,0.7386066003143007,0.3166332665330661,0.5953884683639449,0.8034,0.638,,,
TLD74,Wirral,TLD,2022,Falling behind,Falling behind,34.9,,0.12974839664528862,0.0982627578718784,0.42671009771986973,0.8317046688382194,0.4161290322580645,0.5712460420588427,0.8331999999999999,0.7120000000000001,,,
TLE,Yorkshire and The Humber,UKX,2020,Falling behind, ,32.8,0.17548618586293505,0.11422017192266001,0.17939677648731928,0.36945958757999525,0.778176108082484,0.2436222786162682,0.6172091110393058,0.8059299979232153,0.24789239321865256,9817.019496958334,339.6880455915625,1647.6432750830854
TLE,Yorkshire and The Humber,UKX,2021,Falling behind, ,34.0,0.18815413891531874,0.1230666929366565,0.17919710196567493,0.379980996496229,0.7729675158857414,0.25464295056238556,0.6142868477716643,0.8142565039712977,0.3558263888108354,,,
TLE,Yorkshire and The Humber,UKX,2022,Falling behind, ,34.8,,0.12624625210247908,0.11008208146197924,0.38900418150844046,0.8099117237107015,0.34349030470914127,0.5826290112252408,0.8497611949727077,0.4940791869973649,,,
TLE11,"Kingston upon Hull, City of",TLE,2020,Falling behind,Falling behind,29.7,0.20383927118919798,0.12092686459087618,0.27380952380952384,0.2363095238095238,0.775,0.36507936507936506,0.6278238057333767,0.9857,0.975,6888.893917792512,406.81315862922145,1306.509161405176
TLE11,"Kingston upon Hull, City of",TLE,2021,Falling behind,Falling behind,31.0,0.19188397713010738,0.14899514899514898,0.26954976303317535,0.2476303317535545,0.754739336492891,0.33816425120772947,0.6333578471836587,0.9849,0.9759999999999999,,,
TLE11,"Kingston upon Hull, City of",TLE,2022,Falling behind,Falling behind,31.8,,0.17385705086928527,0.1741504854368932,0.2961165048543689,0.7724514563106796,0.3466666666666667,0.6129766563016084,0.9934000000000001,0.977,,,
TLE12,East Riding of Yorkshire,TLE,2020,Falling behind,Losing ground,36.0,0.15543779964673227,0.0987322320399539,0.14872594903796152,0.41445657826313054,0.781071242849714,0.2375296912114014,0.5638469432634511,0.7026,0.484,10385.197099032763,233.65623685822,990.9916556613866
TLE12,East Riding of Yorkshire,TLE,2021,Falling behind,Steaming ahead,38.8,0.1467899891186072,0.10751879699248121,0.15838996340825928,0.39675901725039203,0.799790904338735,0.206266318537859,0.557490273790963,0.7085,0.684,,,
TLE12,East Riding of Yorkshire,TLE,2022,Steaming ahead,Steaming ahead,40.4,,0.10085917071348524,0.06485013623978202,0.3918256130790191,0.828882833787466,0.4426751592356688,0.5298736099841471,0.7231,0.763,,,
TLE13,North and North East Lincolnshire,TLE,2020,Falling behind,Losing ground,35.3,0.3954446606386632,0.11764705882352941,0.20759493670886076,0.29063291139240505,0.7721518987341772,0.29555555555555557,0.6033352986280613,0.6755591455411809,0.033560583431929705,15481.515109646092,545.5657975248208,1153.1097645224327
TLE13,North and North East Lincolnshire,TLE,2021,Catching up,Steaming ahead,38.0,0.4573091849935317,0.1147912885662432,0.22347514095335724,0.2778062532034854,0.7396207073295745,0.25393700787401574,0.5964226866839694,0.7199083209308619,0.0649613236175271,,,
TLE13,North and North East Lincolnshire,TLE,2022,Steaming ahead,Steaming ahead,40.0,,0.12802148612354522,0.10790598290598291,0.3141025641025641,0.8098290598290598,0.3960674157303371,0.5710868955081819,0.7430846140572874,0.20351765788565512,,,
TLE21,York,TLE,2020,Falling behind,Losing ground,36.5,0.1439880507841673,0.10033670033670034,0.1276911655530809,0.46919079435783223,0.7958426132145509,0.16,0.6662742556969664,0.8243999999999999,0.548,27365.6062239381,282.0326405776028,1710.3294976894215
TLE21,York,TLE,2021,Falling behind,Losing ground,37.9,0.15551366635249764,0.10645375914836992,0.08734270910436713,0.5936343449296817,0.8208734270910437,0.1652892561983471,0.6693055768859208,0.8495999999999999,0.604,,,
TLE21,York,TLE,2022,Falling behind,Losing ground,39.3,,0.10816191108161911,0.03590944574551132,0.6026541764246682,0.912568306010929,0.25,0.6262496883417827,0.8495999999999999,0.523,,,
TLE22,North Yorkshire CC,TLE,2020,Catching up,Steaming ahead,34.5,0.10229393702209645,0.0826226012793177,0.158,0.38142857142857145,0.79,0.23265306122448978,0.5729261301786384,0.6865598755653585,0.07560107605366244,12124.488333200605,436.0595683682408,2139.714900055746
TLE22,North Yorkshire CC,TLE,2021,Catching up,Steaming ahead,36.2,0.11213664332696796,0.09491466388018112,0.15034562211981567,0.4403801843317972,0.8081797235023042,0.12462462462462462,0.561242881413194,0.6990844933506908,0.14916670081418185,,,
TLE22,North Yorkshire CC,TLE,2022,Falling behind,Steaming ahead,36.8,,0.09422283356258597,0.08043217286914765,0.4261704681872749,0.8373349339735895,0.29704797047970477,0.5344017090590071,0.695245374153049,0.309354573535273,,,
TLE31,"Barnsley, Doncaster and Rotherham",TLE,2020,Falling behind,Catching up,28.1,0.11483109532125008,0.1437535653166001,0.1851183313277176,0.2932210188527878,0.7741676694745286,0.27708703374777977,0.6095511009451343,0.7842564071717459,0.19200953656714495,8211.046867315235,262.0167220469513,1146.281923635186
TLE31,"Barnsley, Doncaster and Rotherham",TLE,2021,Falling behind,Falling behind,28.8,0.11985728620804995,0.1448529411764706,0.2024453798356384,0.2988574864702345,0.7430346762878333,0.3541341653666147,0.6085949860751417,0.8003565120424767,0.3262748989107166,,,
TLE31,"Barnsley, Doncaster and Rotherham",TLE,2022,Falling behind,Falling behind,29.2,,0.14992721979621543,0.13555698097070773,0.31644216378020096,0.8077827667308104,0.40489432703003336,0.5663166893298283,0.8114819404738047,0.3860415790448311,,,
TLE32,Sheffield,TLE,2020,Falling behind,Steaming ahead,32.8,0.21658735554044867,0.11920157436041608,0.15869281045751635,0.47320261437908495,0.7432679738562091,0.20570264765784113,0.6891444879251075,0.8832,0.045,9177.71618704267,371.7412524135572,1966.0427636032005
TLE32,Sheffield,TLE,2021,Catching up,Steaming ahead,34.0,0.21546926780466455,0.14500941619585686,0.13020696882368352,0.4508776526067592,0.7961750065496463,0.2750642673521851,0.687704379003126,0.8928999999999999,0.21100000000000002,,,
TLE32,Sheffield,TLE,2022,Catching up,Catching up,34.6,,0.12746386333771353,0.07027896995708155,0.46727467811158796,0.8116952789699571,0.3888888888888889,0.658375747471929,0.9358000000000001,0.505,,,
TLE41,Bradford,TLE,2020,Falling behind,Catching up,30.4,0.22034973271722388,0.12123769338959213,0.2295625942684766,0.33544494720965307,0.7460030165912519,0.16389548693586697,0.6058767301298934,0.8536,0.034,6576.440156856968,381.8786015427951,2044.2955244214518
TLE41,Bradford,TLE,2021,Falling behind,Falling behind,31.6,0.2262024890682812,0.12899699371412954,0.21520146520146521,0.35775335775335776,0.753968253968254,0.23945409429280398,0.5990794365434798,0.8386,0.07900000000000001,,,
TLE41,Bradford,TLE,2022,Catching up,Catching up,32.4,,0.13718700053276506,0.15498270983967305,0.3602640679031751,0.7705124174787803,0.30684931506849317,0.5755965865910061,0.9153,0.35000000000000003,,,
